species	gene_id	transcript_id	protein_id	protein_length	isoform_selection	family	pfam_id	hmm_score	hmm_evalue	domain_score	domain_evalue	domain_start	domain_end	domain_coverage	hmm_domain_count	interpro_signature_id	interpro_id	interpro_description	interpro_supporting_databases	classification_status	reference_release	assembly_accession
triticum_aestivum	TraesCS5A02G268100	TraesCS5A02G268100.1	TraesCS5A02G268100.1	684	canonical	Hsp70	PF00012	891.4	1.4e-267	891.2	1.5e-267	59	651	0.996661101836394	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5A02G271700	TraesCS5A02G271700.1	TraesCS5A02G271700.1	429	canonical	Hsp40	PF00226	76.2	9.1e-21	51.8	3.7e-13	64	103	0.6349206349206349	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5A02G298700	TraesCS5A02G298700.1	TraesCS5A02G298700.1.cds1	660	canonical	Hsp70	PF00012	844.0	3.1e-253	843.8	3.5e-253	35	640	0.998330550918197	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5A02G314700	TraesCS5A02G314700.1	TraesCS5A02G314700.1	396	canonical	HSF	PF00447	106.0	7.1e-30	105.5	9.9e-30	42	131	1.0	1	PF00447	IPR000232	Heat shock factor (HSF)-type, DNA-binding	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5A02G321300	TraesCS5A02G321300.1	TraesCS5A02G321300.1	926	canonical	Hsp100	PF02861	62.8	2.1e-16	61.6	4.8e-16	68	191	0.9920634920634921	1	PF02861	IPR004176	Clp, repeat (R) N-terminal domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5A02G342600	TraesCS5A02G342600.1	TraesCS5A02G342600.1	528	canonical	Hsp60	PF00118	527.7	1.6e-157	527.5	1.8e-157	31	519	0.9959100204498977	1	PF00118	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5A02G366800	TraesCS5A02G366800.1	TraesCS5A02G366800.1	591	canonical	Hsp60	PF00118	288.8	4.3e-85	284.2	1e-83	66	568	0.9979550102249489	1	PF00118	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family	Gene3D;PANTHER;PRINTS;Pfam;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5A02G372900	TraesCS5A02G372900.1	TraesCS5A02G372900.1	421	canonical	Hsp40	PF00226	82.7	8.3e-23	81.6	1.9e-22	13	71	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5A02G383800	TraesCS5A02G383800.1	TraesCS5A02G383800.1	372	canonical	HSF	PF00447	98.1	2e-27	97.3	3.7e-27	66	155	1.0	1	PF00447	IPR000232	Heat shock factor (HSF)-type, DNA-binding	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5A02G399900	TraesCS5A02G399900.1	TraesCS5A02G399900.1	507	canonical	Hsp40	PF00226	63.2	1e-16	62.2	2.2e-16	44	104	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5A02G426100	TraesCS5A02G426100.1	TraesCS5A02G426100.1	421	canonical	Hsp40	PF00226	85.9	8.8e-24	83.9	3.8e-23	15	72	0.9841269841269841	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5A02G437900	TraesCS5A02G437900.1	TraesCS5A02G437900.1	346	canonical	HSF	PF00447	105.6	9.2e-30	104.7	1.8e-29	38	127	1.0	1	PF00447	IPR000232	Heat shock factor (HSF)-type, DNA-binding	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5A02G479300	TraesCS5A02G479300.1	TraesCS5A02G479300.1	648	canonical	Hsp70	PF00012	868.5	1.1e-260	868.4	1.3e-260	10	619	1.0	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5A02G483600	TraesCS5A02G483600.1	TraesCS5A02G483600.1	266	canonical	Hsp40	PF00226	78.4	1.9e-21	77.7	3.2e-21	76	135	0.9682539682539683	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5A02G493100	TraesCS5A02G493100.1	TraesCS5A02G493100.1.cds1	761	canonical	Hsp40	PF00226	76.7	6.2e-21	75.1	2e-20	66	127	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5A02G504800	TraesCS5A02G504800.1	TraesCS5A02G504800.1	295	canonical	Hsp40	PF00226	40.0	1.9e-09	39.4	2.8e-09	13	79	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5A02G511700	TraesCS5A02G511700.1	TraesCS5A02G511700.1	452	canonical	Hsp70	PF00012	250.6	1.4e-73	250.2	1.9e-73	56	427	0.6143572621035058	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5A02G511800	TraesCS5A02G511800.1	TraesCS5A02G511800.1	361	canonical	Hsp70	PF00012	173.1	4.3e-50	172.8	5.3e-50	60	327	0.44407345575959933	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5A02G524000	TraesCS5A02G524000.1	TraesCS5A02G524000.1	262	canonical	HSF	PF00447	88.8	1.6e-24	88.1	2.6e-24	17	105	0.99	1	PF00447	IPR000232	Heat shock factor (HSF)-type, DNA-binding	Gene3D;PANTHER;PRINTS;Pfam;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5A02G547300	TraesCS5A02G547300.1	TraesCS5A02G547300.1	974	canonical	Hsp100	PF02861	119.9	4.4e-34	117.1	3.4e-33	84	206	0.9841269841269841	1	PF02861	IPR004176	Clp, repeat (R) N-terminal domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5A02G548700	TraesCS5A02G548700.1	TraesCS5A02G548700.1.cds1	274	canonical	HSF	PF00447	98.6	1.4e-27	98.0	2.2e-27	21	110	1.0	1	PF00447	IPR000232	Heat shock factor (HSF)-type, DNA-binding	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5A02G550700	TraesCS5A02G550700.1	TraesCS5A02G550700.1.cds1	273	canonical	HSF	PF00447	97.3	3.6e-27	96.7	5.6e-27	30	119	1.0	1	PF00447	IPR000232	Heat shock factor (HSF)-type, DNA-binding	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G022700	TraesCS5B02G022700.1	TraesCS5B02G022700.1.cds1	518	canonical	Hsp20	PF00011	31.4	9.3e-07	30.3	2.1e-06	31	99	0.7549019607843137	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G049500	TraesCS5B02G049500.1	TraesCS5B02G049500.1	545	canonical	Hsp40	PF00226	68.2	3e-18	66.8	7.9e-18	288	352	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G065900	TraesCS5B02G065900.1	TraesCS5B02G065900.1.cds1	449	canonical	Hsp70	PF00012	318.1	5.2e-94	317.8	6.4e-94	44	422	0.6193656093489148	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G070900	TraesCS5B02G070900.1	TraesCS5B02G070900.1	157	canonical	Hsp40	PF00226	79.9	6.4e-22	78.1	2.4e-21	14	80	0.9841269841269841	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G087700	TraesCS5B02G087700.4	TraesCS5B02G087700.4	647	canonical	Hsp70	PF00012	871.9	1.1e-261	871.7	1.3e-261	9	618	1.0	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G106300	TraesCS5B02G106300.1	TraesCS5B02G106300.1	823	canonical	Hsp90	PF00183	622.5	4.2e-186	621.9	6.3e-186	305	797	0.974903474903475	1	PF00183	IPR001404	Heat shock protein Hsp90 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G111200	TraesCS5B02G111200.1	TraesCS5B02G111200.1	690	canonical	Hsp70	PF00012	876.6	4.1e-263	876.4	4.7e-263	54	648	0.998330550918197	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G112500	TraesCS5B02G112500.1	TraesCS5B02G112500.1	920	canonical	Hsp100	PF02861	179.2	2e-52	124.7	1.5e-35	92	214	0.9920634920634921	2	PF02861	IPR004176	Clp, repeat (R) N-terminal domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G114500	TraesCS5B02G114500.1	TraesCS5B02G114500.1	603	canonical	Hsp40	PF00226	71.2	3.4e-19	70.0	8e-19	10	74	0.9841269841269841	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G114900	TraesCS5B02G114900.2	TraesCS5B02G114900.2	186	canonical	Hsp40	PF00226	33.4	2.2e-07	32.7	3.6e-07	115	176	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G115900	TraesCS5B02G115900.1	TraesCS5B02G115900.1	483	canonical	Hsp40	PF00226	98.1	1.3e-27	97.4	2.2e-27	125	186	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G117900	TraesCS5B02G117900.1	TraesCS5B02G117900.1	421	canonical	Hsp40	PF00226	91.7	1.3e-25	90.9	2.4e-25	69	131	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G129700	TraesCS5B02G129700.2	TraesCS5B02G129700.2	621	canonical	Hsp70	PF00012	808.9	1.3e-242	808.7	1.4e-242	9	614	1.0	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G192500	TraesCS5B02G192500.1	TraesCS5B02G192500.1.cds1	162	canonical	Hsp40	PF00226	73.2	8.2e-20	72.6	1.2e-19	52	118	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G192700	TraesCS5B02G192700.1	TraesCS5B02G192700.1.cds1	153	canonical	Hsp40	PF00226	71.1	3.7e-19	70.5	5.4e-19	40	106	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G203700	TraesCS5B02G203700.1	TraesCS5B02G203700.1	1466	canonical	Hsp60	PF00118	109.0	1.4e-30	108.3	2.3e-30	150	397	0.4887525562372188	1	PF00118	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family	Gene3D;PANTHER;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G205200	TraesCS5B02G205200.2	TraesCS5B02G205200.2	228	canonical	Hsp20	PF00011	40.8	1.1e-09	40.3	1.6e-09	93	185	0.9019607843137255	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G205300	TraesCS5B02G205300.1	TraesCS5B02G205300.1	203	canonical	Hsp20	PF00011	40.9	1e-09	39.2	3.4e-09	90	198	0.9803921568627451	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G236100	TraesCS5B02G236100.1	TraesCS5B02G236100.1	388	canonical	HSF	PF00447	99.8	5.8e-28	99.2	9e-28	26	116	1.0	1	PF00447	IPR000232	Heat shock factor (HSF)-type, DNA-binding	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G236400	TraesCS5B02G236400.1	TraesCS5B02G236400.1	298	canonical	HSF	PF00447	99.8	5.8e-28	99.3	8.4e-28	30	119	1.0	1	PF00447	IPR000232	Heat shock factor (HSF)-type, DNA-binding	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G238900	TraesCS5B02G238900.1	TraesCS5B02G238900.1.cds1	173	canonical	Hsp40	PF00226	53.8	9.4e-14	53.0	1.6e-13	13	80	0.9841269841269841	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G245700	TraesCS5B02G245700.1	TraesCS5B02G245700.1.cds1	154	canonical	Hsp20	PF00011	110.6	2e-31	110.3	2.5e-31	50	153	1.0	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G249000	TraesCS5B02G249000.2	TraesCS5B02G249000.2	781	canonical	Hsp90	PF00183	649.8	2.1e-194	649.4	2.9e-194	262	753	0.9787644787644788	1	PF00183	IPR001404	Heat shock protein Hsp90 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G257000	TraesCS5B02G257000.1	TraesCS5B02G257000.1	246	canonical	Hsp20	PF00011	69.6	1.1e-18	68.7	2.2e-18	132	246	1.0	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G258900	TraesCS5B02G258900.2	TraesCS5B02G258900.2	700	canonical	Hsp90	PF00183	800.7	4.1e-240	800.4	5.1e-240	185	690	0.9845559845559846	1	PF00183	IPR001404	Heat shock protein Hsp90 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G267900	TraesCS5B02G267900.1	TraesCS5B02G267900.1	805	canonical	Hsp70	PF00012	892.1	8.1e-268	891.9	9.4e-268	180	772	0.996661101836394	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G272000	TraesCS5B02G272000.1	TraesCS5B02G272000.1	394	canonical	Hsp40	PF00226	87.6	2.6e-24	87.6	2.6e-24	7	68	0.9841269841269841	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G298000	TraesCS5B02G298000.1	TraesCS5B02G298000.1	668	canonical	Hsp70	PF00012	850.6	3.1e-255	850.4	3.6e-255	43	649	1.0	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G315600	TraesCS5B02G315600.1	TraesCS5B02G315600.1	569	canonical	HSF	PF00447	105.2	1.2e-29	104.7	1.8e-29	44	133	1.0	1	PF00447	IPR000232	Heat shock factor (HSF)-type, DNA-binding	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G321800	TraesCS5B02G321800.1	TraesCS5B02G321800.1	927	canonical	Hsp100	PF02861	62.0	3.6e-16	60.8	8.5e-16	69	192	0.9920634920634921	1	PF02861	IPR004176	Clp, repeat (R) N-terminal domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G341900	TraesCS5B02G341900.1	TraesCS5B02G341900.1	531	canonical	Hsp60	PF00118	527.7	1.6e-157	527.5	1.8e-157	34	522	0.9959100204498977	1	PF00118	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G368900	TraesCS5B02G368900.1	TraesCS5B02G368900.1	590	canonical	Hsp60	PF00118	284.9	6.6e-84	280.3	1.6e-82	65	567	0.9979550102249489	1	PF00118	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family	Gene3D;PANTHER;PRINTS;Pfam;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G374900	TraesCS5B02G374900.1	TraesCS5B02G374900.1	421	canonical	Hsp40	PF00226	82.7	8.3e-23	81.6	1.9e-22	13	71	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G404700	TraesCS5B02G404700.1	TraesCS5B02G404700.1	507	canonical	Hsp40	PF00226	63.2	1.1e-16	62.2	2.2e-16	44	104	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G428000	TraesCS5B02G428000.1	TraesCS5B02G428000.1	421	canonical	Hsp40	PF00226	85.9	8.9e-24	83.9	3.8e-23	15	72	0.9841269841269841	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G440700	TraesCS5B02G440700.1	TraesCS5B02G440700.1	353	canonical	HSF	PF00447	105.3	1.1e-29	104.5	2.1e-29	45	134	1.0	1	PF00447	IPR000232	Heat shock factor (HSF)-type, DNA-binding	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G492500	TraesCS5B02G492500.1	TraesCS5B02G492500.1	648	canonical	Hsp70	PF00012	868.5	1.1e-260	868.4	1.3e-260	10	619	1.0	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G496700	TraesCS5B02G496700.1	TraesCS5B02G496700.1	181	canonical	Hsp40	PF00226	72.0	2e-19	71.3	3.1e-19	65	123	0.9523809523809523	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G496800	TraesCS5B02G496800.1	TraesCS5B02G496800.1	185	canonical	Hsp40	PF00226	70.8	4.4e-19	69.9	8.3e-19	69	127	0.9523809523809523	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G496900	TraesCS5B02G496900.1	TraesCS5B02G496900.1	264	canonical	Hsp40	PF00226	77.2	4.6e-21	76.4	8e-21	73	132	0.9682539682539683	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G508500	TraesCS5B02G508500.1	TraesCS5B02G508500.1	275	canonical	Hsp40	PF00226	70.8	4.6e-19	69.9	8.4e-19	38	99	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G511600	TraesCS5B02G511600.1	TraesCS5B02G511600.1	719	canonical	Hsp40	PF00226	56.7	1.1e-14	55.9	2e-14	445	494	0.7936507936507936	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G517800	TraesCS5B02G517800.1	TraesCS5B02G517800.1.cds1	132	canonical	Hsp70	PF00012	33.6	7.4e-08	33.4	8.7e-08	98	132	0.06176961602671119	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G518600	TraesCS5B02G518600.1	TraesCS5B02G518600.1.cds1	329	canonical	Hsp40	PF00226	37.3	1.3e-08	35.3	5.6e-08	89	135	0.7619047619047619	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G519100	TraesCS5B02G519100.1	TraesCS5B02G519100.1.cds1	357	canonical	Hsp40	PF00226	32.7	3.6e-07	31.2	1.1e-06	87	135	0.7619047619047619	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G534100	TraesCS5B02G534100.1	TraesCS5B02G534100.1	155	canonical	Hsp70	PF00012	21.6	0.00032	21.3	0.00039	124	152	0.048414023372287146	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PRINTS;Pfam	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G556200	TraesCS5B02G556200.1	TraesCS5B02G556200.1	529	canonical	HSF	PF00447	105.2	1.2e-29	104.1	2.7e-29	41	130	1.0	1	PF00447	IPR000232	Heat shock factor (HSF)-type, DNA-binding	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5B02G563900	TraesCS5B02G563900.2	TraesCS5B02G563900.2	588	canonical	Hsp60	PF00118	264.6	9.3e-78	261.6	7.8e-77	70	573	1.0	1	PF00118	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5D02G055400	TraesCS5D02G055400.1	TraesCS5D02G055400.1	545	canonical	Hsp40	PF00226	69.9	8.4e-19	68.5	2.3e-18	288	352	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5D02G070100	TraesCS5D02G070100.1	TraesCS5D02G070100.1.cds1	444	canonical	Hsp70	PF00012	333.0	1.6e-98	332.7	2e-98	41	417	0.6210350584307178	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS5D02G072700	TraesCS5D02G072700.1	TraesCS5D02G072700.1	155	canonical	Hsp40	PF00226	80.0	6.2e-22	78.1	2.4e-21	14	80	0.9841269841269841	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
