feature_id	SRR39669458	SRR39669459	SRR39669468	SRR39669469	SRR39669470	SRR39669471	SRR39669472	SRR39669473	SRR39669474	SRR39669475	SRR39669460	SRR39669461	SRR39669462	SRR39669463	SRR39669464	SRR39669465	SRR39669466	SRR39669467
SEVIR_3G273300v2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SEVIR_3G273400v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_3G273500v2	1252	1361	1235	2871	3004	2398	957	1294	1236	1624	1747	1351	1317	1421.831	1446.993	1162	1268	723
SEVIR_3G273600v2	1868	1532	2199	2538	2529	2207.663	924	1022	1423	1892	1960	1804	1756	2032	2079	1028	1011	811
SEVIR_3G273700v2	5984.006	4779	3965	3012	2868	3700	1843	1825	3089	4765	5111	5322.004	3311	3481	3451	2616	1821	2517
SEVIR_3G273750v2	11	27	6	9	6	13	14	14	15	15	19	4	7	19	10	7	22	6
SEVIR_3G273800v2	554.149	353	221	48	39	93	12	10	58	264	280.999	197	164.001	185	179	14	16	28
SEVIR_3G273900v2	648	606	595	454	415	531	393	380	514	590	703	660	427	474	467	451	451	475
SEVIR_3G274000v2	1913.999	1580	1885.001	1922.001	2004	1819.001	997.999	1496	1880	1915.114	2019.999	1104.999	1350.001	1881	1684	949	1300.001	594
SEVIR_3G274101v2	40.897	72	62.547	60	55	62.932	37.294	26.019	40	64	64.419	63	36	38.086	23	24.922	39.7	18
SEVIR_3G274200v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_3G274300v2	499	460	234	23	21	53	23	19	25	322	229	302	113	95	126	20	12	41
SEVIR_3G274400v2	0	3	0	0	2	0	0	1	1	1	5	0	2	3	0	5	0	0
SEVIR_3G274500v2	257	221	80	99	94	269	11	7	31	263	258	174	190	234	233	22	12	23
SEVIR_3G274600v2	125	92	80	77	82	57	45	53	49	104	96	82	84	87	94	58	29	32
SEVIR_3G274700v2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
SEVIR_3G274800v2	0	0	0	0	0	0	0	0	0	2	242	0	0	0	0	0	0	0
SEVIR_3G274900v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_3G275000v2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
SEVIR_3G275100v2	3	12.999	7	7	3	6	2	4	0	5	20	9	8	17	7	0	0	2
SEVIR_3G275300v2	3	10	5	8	8	15	1	1	1	7	6	3	13	27	10	0	1	0
SEVIR_3G275400v2	7360	6493	2631.856	1061.005	899	1467	680	947	2419	5877	5037.901	5359	2862	3072.001	3083	1668	826	1972
SEVIR_3G275500v2	63	125	69	129	120	297	1091	892	361	189	108	131	132	111	119	1217	500	328
SEVIR_3G275600v2	25	49	36	20	16	72	134	114	56	117	26.019	25	24	20	32	125	103	43
SEVIR_3G275700v2	24	74	21	43	41	50	17	10	14	108	39	27	38	28	31	4	15	13
SEVIR_3G275800v2	68	102	78	118.82	150.026	123	138	141	164.057	192	98	63	120	144	106	160	180	52
SEVIR_3G275900v2	2	12	3	1	0	1	2.158	0	0	7	13.788	0	0	0	0	3.001	1	1
SEVIR_3G275933v2	243.627	203.327	196.948	197.128	202.464	229.191	76.305	106.245	164.974	260.872	256.764	126.171	263.706	329.588	282.705	91.841	130.101	72.477
SEVIR_3G275966v2	70.438	39.617	63.955	102.072	124.05	94.009	51.961	38.174	47.977	82.105	77.323	62.014	60.406	113.72	98.336	37.254	47.279	20.395
SEVIR_3G276000v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_3G276100v2	71	121	251	302	299	4	44	29	21	155	103	113	11	17.618	11	87	11	30
SEVIR_3G276200v2	37	25.679	53.001	119.8	109.119	8.694	73.684	25.929	38.638	91	46	22.338	7	9.296	9	43	16	13
SEVIR_3G276250v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_3G276300v2	0	0	0	0	2	0	0	0	0	0	2	1	2	0	0	0	0	1
SEVIR_3G276400v2	600	502	563	929	936	614	287	453.999	450	573	521	482	460	540.209	524	379	362	399
SEVIR_3G276500v2	24	44	43	51	46	79	266	185	127	80	66	58	27	56	38	135	126	72
SEVIR_3G276600v2	786	674	538	350	322	437	405	362	611	810	735	593	546	588	573	397	295	427
SEVIR_3G276700v2	600	456	610	2709	2648	2792.07	2678	1870	1434	1198.172	852	1003	1793	1988	2138	1207	1452	477
SEVIR_3G276800v2	1166	1081	625	212	169	271	69	140	320	949	874	627	664	622	657	216	122	234
SEVIR_3G276900v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_3G277000v2	42	109	94.999	54.612	43.127	24	15.053	13	25.598	126.996	79	77	11	1	12	22	27.072	15
SEVIR_3G277100v2	692	430	632	1059.159	1063	821	47	52	44	587	680	501	558	545	689	100	57	235
SEVIR_3G277200v2	1	1	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	2
SEVIR_3G277233v2	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
SEVIR_3G277266v2	0	1	1	2	1	0	0	1.122	0	0	0	0	0	0	1.039	2.283	0	0
SEVIR_3G277300v2	3	3	2.014	5	5	0	0	1	1.003	12	14.15	1	0	3.01	0	0	0	0
SEVIR_3G277400v2	3	4	2	4	1	0	0	3	1	6	0	4	1	6	1	4	4	2
SEVIR_3G277450v2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SEVIR_3G277500v2	149	324	300	170	171	143	120	239	197	442	400	305	77	109	100	163	319	129
SEVIR_3G277600v2	461	500.001	311	775	767.999	1229	2243	1577	1146	727	652.123	674	845	972	980	1330.999	1374.987	731.999
SEVIR_3G277700v2	1108	959	1227	1271	1419	1223	818	775	780	1174	1366.861	960	1016	1112.848	1097.92	772.937	913	470.551
SEVIR_3G277733v2	0	0	0	0	0	0	0	0	0	0	1.139	0	0	1.152	1.08	2.31	0	1.449
SEVIR_3G277766v2	521	544.045	802.672	1087.001	1065.999	910	684	752.127	708	616.035	504	477	830.203	860.999	921	602	551	379
SEVIR_3G277800v2	1634.439	1463.873	1182.733	1033.18	1030.187	1152.023	825.835	824.063	1127.689	1463.96	1579.076	1325.921	1133.031	1189.13	1119.97	891.933	649.815	1009.841
SEVIR_3G277900v2	313	176	124	23	30	69	3	10	37	175	123	97	137	167	133	28	19	3
SEVIR_3G278000v2	14023.1	10948.986	9091.945	3064.001	2970	5593.434	1363	2109.602	3194	9732	8579	7340	5987	6861.544	6986.664	2679	1623	2734
SEVIR_3G278100v2	2704.132	2683.956	3849.898	5575.169	5420.089	4765.72	4236.45	4266.861	4400.37	3328.595	3026.633	3074.388	2427.765	2437.115	2606.89	3783.827	3388.538	2259.805
SEVIR_3G278150v2	2	2	9	3	4	3	1	0	3	11	1	2	6	5	8	2	7	4
SEVIR_3G278200v2	621	479	653	1977.066	2014	1630.352	443	536	427	655	722.02	758	1085	1492	1268	402	504	265
SEVIR_3G278300v2	98	57	89	49	51	48	0	8	20	60	57	32	64	72	63	5	8	11
SEVIR_3G278400v2	5	1	0	5	6	17	4	2	2	1	4.979	3	7	4	6	6	9	0
SEVIR_3G278500v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_3G278600v2	4	1	1	1	2	2	1	2	0	0	0	0	2	4	2	0	0	0
SEVIR_3G278700v2	647	511	485	523	568	590	317	348	479	616	672	559	581	522	575	460	359	282
SEVIR_3G278800v2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SEVIR_3G278900v2	18	6	24	18	29	2	3	0	0	27	11	11	7	21	10	3	0	0
SEVIR_3G279000v2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SEVIR_3G279100v2	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
SEVIR_3G279200v2	2	0	0	4	0	1	0	0	2	0	0	0	3	0	0	0	2	7
SEVIR_3G279300v2	5638	5499	4649	4272	4164	5046	2219	2416	3132.677	5902	7433.856	5755	3198	3574.994	3420	2591	1798	3357
SEVIR_3G279400v2	3149	1828	1643	3560.348	3575	5017	1515	1454	2838	2494	2561.521	2304	4081	4904	4767	2148	1669	1177
SEVIR_3G279600v2	1554	817	263	5733.152	5516	11961	4254	3208	6257	1262	2470	2041	4960	5272	5513	3851	2443	6077
SEVIR_3G279700v2	1	6	4	10	28	18	7	23	12	16	20	16	15	12	17	17	26	5
SEVIR_3G279800v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SEVIR_3G279900v2	503	531	453	2466	2262	1641	73	94	140	596	765	1036	813	850	965	191	184	218
SEVIR_3G280000v2	952	325	622	578	510	490	366	234	234	523	705	1635	240	205	222	300	249	208
SEVIR_3G280200v2	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_3G280300v2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_3G280400v2	383	141	242	154	163	206	71	53	77	180	216	488	178	217	184	61	49	71
SEVIR_3G280500v2	313	140	320	590	580	2233	1693	701	849	177	277	587	961	1178.381	1076	669	915	1007
SEVIR_3G280600v2	63	34	58	18	28	53	41	45	39	72	45	41	67	57	64	38	59	34
SEVIR_3G280700v2	1711	1883	1830	3386.435	3217	2721	3367.229	4184	4016	2609	2261	1577.306	1707	2194	1982	2989	3688.998	1172
SEVIR_3G280750v2	2	0	0	0	1	0	0	3	0	0	1	0	2	0	0	0	0	3
SEVIR_3G280800v2	4089.78	3326.802	4058.062	1215	1279	2056	1301	1207	2231.879	3214	3555.444	2858.766	1198.977	1513	1398	1302	1490	1606
SEVIR_3G280900v2	800.22	583.198	885.938	871	920	887	529	359	620.121	690	738.229	629.234	876.023	959	953	516	368	349
SEVIR_3G281000v2	345	305	466	420	508	404	155	168	247	331	365	299	332	371	301	193	199	96
SEVIR_3G281050v2	4.756	16.65	5.85	14.824	12.761	13.671	66.361	48.911	6.203	7.791	11.487	6.888	3.788	14.355	7.282	2.598	0	1.44
SEVIR_3G281100v2	1030.279	930.268	707.855	1825.225	1998.706	984.619	337.141	462.751	675.868	970.856	1090.103	635.526	830.065	1231.709	1010.407	460.168	480.519	274.939
SEVIR_3G281200v2	811.966	650.628	473.113	638.15	639.575	661.131	165.087	215.833	345.253	760.671	701.001	584.449	712.62	751.324	680.528	262.257	222.822	136.794
SEVIR_3G281300v2	6286.717	4017	4866.432	10283.107	10911.762	8771	5644	8142	10186.99	6895	7101.584	4224	6807	8637.379	7916.041	4445	6217	2667
SEVIR_3G281400v2	7382.098	5540.682	4391.999	4774.054	4806	5437.999	2799.044	2656.026	3994.93	6389.49	6486	4752.702	5079.744	6104.588	5985.999	2978	2968.839	1922
SEVIR_3G281500v2	741	361	595	461	362	756	94	116	140	420	441	343	506	604	492	102	93	150
SEVIR_3G281600v2	2033	1805	2115	2268.144	2732.314	2813	1367	1750	1901	2542	2489	1898	1877	2523.983	2184	1347	1728	819
SEVIR_3G281700v2	1608	1343	1520	1872	1803	1550	1172.003	1460	1658	1501	1387	1289	1315	1375	1428	1355	1185	806
SEVIR_3G281800v2	411	489	538	707	648	646	111	104	128	625	568	393	415	504	489	130	102	85
SEVIR_3G281900v2	378	236	304	240	269	214	45	85	135	353	250	162	199	275	276	71	66	51
SEVIR_3G282000v2	512	338	342	268	293	407	78	130	183	543.042	502	411	385	479	458	152	121	100
SEVIR_3G282100v2	868	316	1200.066	443	474	132	65	136	99	392	304	329	207	251	213	112	97	206
SEVIR_3G282200v2	7	10	1	5	10	3	6	13	8	17	5	12	13	4	3	18	12	19
SEVIR_3G282300v2	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0
SEVIR_3G282400v2	62	53	22	89	70	97	27	35	47	91	103	91	72	109	121	38	42	36
SEVIR_3G282500v2	1768.468	1481	1578.033	1703	1866.376	1412	641	957	1131	1741	1641	1492	1050	1139	1121	875	892	686.029
SEVIR_3G282600v2	679	530.001	716	1075.001	1102.001	687	447	623	877	743	773	659.001	612.001	669.011	655.001	800.001	684.999	362
SEVIR_3G282650v2	1	3	0	0	1	0	4	3	5	0	2	0	4	1	3	0	3	3
SEVIR_3G282700v2	740	764	700	434	486	926	409	296	260	830.01	867	835	673	689	776	318	238.999	313
SEVIR_3G282800v2	239	272	67	71	91	62	6	5	7	195	270	137	95	109	124	30	7	2
SEVIR_3G282900v2	267	540	226	157	195.739	300	49	68	76	879	399	146	384	449	396.983	37	42	53
SEVIR_3G283000v2	402	535	146	214	199	279	2	11	4	376	224	149	504	586	590.391	4	3	12
SEVIR_3G283100v2	7	22	4	9	16	23	81	76	83	40	31	42	17	23	10	288	174	100
SEVIR_3G283200v2	2468	2445	1659	3631.042	3716	2734.997	2494	2649	3198	3245.111	2797.363	1945	2474	2836.012	2839	3533	3015	1576
SEVIR_3G283300v2	3	6	7	2	2	7	7	5	5	11	10	4	1	7	5	8	27	7
SEVIR_3G283400v2	2	3	0	3	1	0	1	12	6.008	1	7.278	2.009	3.025	6.267	2.993	2.006	6	5
SEVIR_3G283500v2	2069	1762	1903	1864	1996.854	1998.534	1664	2010	2073	2232.009	2234	1784.021	1682.23	1827.016	1836	1635	1431	922.999
SEVIR_3G283600v2	866	739	676.162	355	327.146	569	226	189	286	749.991	731	670.985	741.77	741.974	832.196	275	240	296.001
SEVIR_3G283700v2	8560.99	7130.624	5317.97	3674	3212.254	4483	3060.999	3093.264	4617	7163.359	6351.967	6169.633	5879.707	6051.059	6588.738	3672.999	2561.999	5284.779
SEVIR_3G283800v2	190	125	307	1025	1049	250	146	247	290	394	253	334	302	328	310	260	190	295
SEVIR_3G283900v2	192	125	146	266	264	199	133	140	167	223	235	144.993	234	323	271	126	99	45
SEVIR_3G283925v2	22	29	38	36	27	47	32	24	31	39	44	51	28	39	58	18	18	13
SEVIR_3G283950v2	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_3G283975v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_3G284000v2	221	188	270	47	45	98	17	36	29	205	183	123	77	115	94	24	22	35
SEVIR_3G284100v2	610	567	513	306	252	497	89	99	112	624	580	509	496	570	638	119	66	86
SEVIR_3G284200v2	2	0	0	0	2	0	0	1	1	0	0	1	0	1	0	0	0	0
SEVIR_3G284300v2	2089	1270	1410	1170	1028	1579	402	575	658	1151	1090	928	1130	1401	1361	674	371	338
SEVIR_3G284400v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_3G284500v2	1489.985	1172	807	984	966	893	409	792	1119	1561	1374	886	1352	1619	1402	466	615	339
SEVIR_3G284600v2	3418	3158	3151	3975.33	3893	2407	1392	1728	1909.159	3885	4210.461	2876	2097	2575	2445.609	1688	1178	1037
SEVIR_3G284700v2	13	12	4	7	5	11	2	2	3	11	10	3	4	7.008	5	2	9	0
SEVIR_3G284800v2	3242	2912	3051	2878	3005	3200	1886	1539	2110	3199	3070	2999	3707	3547.14	3766	1918	1313	1868
SEVIR_3G284900v2	0	1	2	2	3	4	6	17	5	0	0	25	0	0	0	5	4	7
SEVIR_3G285000v2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0
SEVIR_3G285100v2	11270	9168	5529.026	3444	3605.151	4080	2380.029	2631	5577	9553.952	8382	7924	5828	5614	6245	4372	2738	3222
SEVIR_3G285200v2	4068	3468	2407	3551	3607	3599	6258.571	4742	5680	4064.001	3733.999	3903	3403	3411	3672	4854	4775.054	4340
SEVIR_3G285301v2	73	163	103	74	81	218	82	85	88	145	153	88	84	74	79	65	96	48
SEVIR_3G285400v2	3	9	1	12	17	18	26	13	4	5	10	4	13	12	15	7	13	6
SEVIR_3G285500v2	3577.245	3226	3200	4958	5127	4869.325	3145.118	4036	4744	4142	4164.687	2733	3121	4227	3764	3293.283	3756.983	1922
SEVIR_3G285600v2	13	12	6	7	8	12	1	1	0	11	8	9	7	10	6	1	0	1
SEVIR_3G285700v2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_3G285800v2	0	0	0	4	1	1	0	1	0	2	1	0	0	2	0	0	0	1
SEVIR_3G285850v2	5	9	4	6	10	17	0	0	4	11	15	14	7	17	16	3	2	5
SEVIR_3G285900v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_3G285950v2	141	146	163	82	122	144	42	48	58	218	216	159	88	112	80	61	50	38
SEVIR_3G286000v2	375	347	497.153	708	641	742	283	244	258	509	469	460.99	537	534	563	265	229	250
SEVIR_3G286101v2	47	72	58	26	15	36	8	32	33	81	52	24	25	44	20	15	23	16
SEVIR_3G286200v2	11	10	2	2	2	4	4	3	4	5	6	5	5	5	3	0	1	2
SEVIR_3G286300v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_3G286400v2	406	409	550	487.127	526.407	536	186	215	217	427	493	438	405	411	443	285.875	242	232
SEVIR_3G286500v2	585	573	896	1237	1298	1307	709	674	754	800	969	839	847	850	887	788	641	410
SEVIR_3G286600v2	2872	2452	1362	1116.002	1206	1625.999	503	582	848.998	2947	2799	2407.643	2153.999	2088	2194.615	667	599	609
SEVIR_3G286700v2	857	522	372	739	704.999	640	50	37	55	690.002	801	735	754	774	767.999	125	23	54
SEVIR_3G286800v2	2	1	2	2	0	1	0	0	0	5	2	6	0	0	0	0	1	3
SEVIR_3G286850v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_3G286900v2	7	7	8	9	12	4	12	19	13	9	20	1	6	5	11	19	33	6
SEVIR_3G287000v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_3G287100v2	596	501	679	471	420	634	97	125	117	530	506	473	555	664	673	96	122	100
SEVIR_3G287200v2	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	2
SEVIR_3G287300v2	110	108	93	38	30	62	3	6	8	118	124	73	102	121	109	7	14	6
SEVIR_3G287500v2	1955	1236	1771	2371	2211	1688	725	965	1331	1629	1589	1422	1832.024	2348	2147.478	948	915	556
SEVIR_3G287600v2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SEVIR_3G287700v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_3G287800v2	37	32	47	25	22.001	18	17	27	27	38	26	32	35	33	34	26	25	28
SEVIR_3G287900v2	197	116	61	45	31	56	12	1	14	147	141	111	97	107	124	12	3	21
SEVIR_3G288000v2	13	26	10	13	30	43	14	20	28	34	37	8	28	29	31	36	37	17
SEVIR_3G288050v2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_3G288100v2	1694	1101	1339	1109	961	1161.401	203	267	420	1201	1213	1328	1229	1293.116	1270	381	188	364
SEVIR_3G288200v2	55	47	51	31	43	67	39	54	68	59	54	41	43	68	30	19	44	19
SEVIR_3G288300v2	34	8	44	17	17	6	0	8	5	8	7	15	19	9	5	2	0	14
SEVIR_3G288350v2	3	5	5	2	1	1	0	0	1	2	1	7	1	2	2	0	3	1
SEVIR_3G288400v2	1151.999	864.999	564	366	301	417	326	226	539	1046.001	856	812	834	765.001	907.001	399.999	187	522
SEVIR_3G288500v2	20	20	36	152	140	56	13	23	16	40	25	24	61	49	50	18	32	25
SEVIR_3G288550v2	0	2	0	5	5	2	0	0	0	0	0	0	0	1	0	1	0	5
SEVIR_3G288600v2	1358	1102	1379	1529.07	1538	1531	688	966	1072.027	1457	1382	1126	1052	1268.837	1093	926	795	601
SEVIR_3G288700v2	6076	10874.739	9137.069	24431.03	27832.999	22222.817	26307.994	25731.971	24780.95	13877	13369.359	12107.918	15865.767	18022.968	16488.999	22050.831	24428.736	14670.986
SEVIR_3G288800v2	1962	1538.008	1087	841	889	995	412	680	1203	2062	1771	1364	1364	1347	1355	779.694	747	483
SEVIR_3G288850v2	0	2	2	1	0	0	2	0	3	1	1	1	2	0	3	1	0	2
SEVIR_3G288900v2	25	21	25	19	18	24	8	4	9	27	34	33	21	22	20	9	11	6
SEVIR_3G289000v2	446	384	537	342	329	488	112	107	206	598	533	349	553	659	646	118	66	115
SEVIR_3G289100v2	22	12	13	20	11	27	8	24	3	29	13	49	9	8	6	0	11	4
SEVIR_3G289200v2	16	26.993	17	17.847	27.999	21.988	8.849	18	13	18.108	9.97	19.984	14.994	41.231	21.003	14	15.965	5
SEVIR_3G289300v2	269	298	240	318	302	286	226.704	207	162	368	319	246	165	158	194	167	188	171
SEVIR_3G289400v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_3G289500v2	2717.426	2127.325	3489	28665.502	25969.15	17186.951	17096.619	15259.759	27895.505	3354.939	2764	4455	9831	10079.205	10501	20230.676	12389.611	21444.419
SEVIR_3G289550v2	32	23	52	47	51	40	33	41	48	42	42	20.001	25	43	43	29	37	27.731
SEVIR_3G289601v2	5	1	7	4	3.208	1	0	4	3	9	8	8	2	5	8	6	3	3
SEVIR_3G289651v2	0	7	3	5	5	6	3	3	3.132	5	5	2	6	2	7	2	2	8.269
SEVIR_3G289700v2	3	1	2	6	6	8	3	0	2	2.884	4	0	5	0	6	2	4	1
SEVIR_3G289800v2	41.262	29.857	65.142	48.213	58.026	89.777	31.405	36.537	28.478	54.538	55.83	66.023	65.602	41.996	62.516	36.767	28.209	24.589
SEVIR_3G289900v2	1323.727	1866	1859	10726.449	10451.662	10350.836	12114.236	14376.666	13207.887	2730	2410	1902	4603	5309	5296.822	15464	9390	10578
SEVIR_3G290000v2	16	19	8	72	89	163	318	252	200	18	20	16	50	77	54	220	165	109
SEVIR_3G290100v2	1097.024	1059.02	905.228	1845.788	1654.109	1439.044	830.918	1120.999	1271.955	1081.913	1062.073	970	976	1112	1140.882	1141.033	1014.999	1033.111
SEVIR_3G290175v2	85.794	29.363	68.668	0	1	0	0	0	3	1	10	47.874	11	7	3	0	0	0
SEVIR_3G290250v2	142.206	47.637	119.332	0	0	0	1	1	1	17	17	119.126	10	18	14	0	5	1
SEVIR_3G290325v2	1691	1216	2837	988	891	534	188	131	337	1084	1223.528	1417	255	292	365	271	312	359
SEVIR_3G290400v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_3G290500v2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
SEVIR_3G290601v2	438	294	1693.009	162	146.047	92	7	2	8	402	334	476	110	147	126	15	12	35
SEVIR_3G290700v2	22	21	41	17	9	12	3	3	2	24	21	23	16	24	15	3	8	6
SEVIR_3G290800v2	990.612	923	921	1150	1125	1178	721	750	654	961	1071.5	943	816	869	868	613	617	473
SEVIR_3G290900v2	188	322	201	107	127	184	41	64	41	282	250	164	160	160	167	49	84	73
SEVIR_3G291000v2	389	388	417	643	686	710	728	771	827	485	549	446	401	420	441	760	807	617
SEVIR_3G291100v2	2281	2304	2164	1315	1242	1948	1428	1803	2744	1775	2866	2579	1036	1412	1408	1441	1667.999	1283
SEVIR_3G291200v2	4	6	2	1	0	0	2	8	6	9	6	0	1	4	1	3	4	8
SEVIR_3G291300v2	154	42	164	66	86	71	13	32	23	131	163.959	169	69	88	66	19	23	18
SEVIR_3G291400v2	511	730	252	278	278	550	17	13	9	692	877	743	738	692	845	11.005	6	31
SEVIR_3G291500v2	0	3	0	11	7	1	7	1	1	3	1	0	0	1	1	4	14	2
SEVIR_3G291600v2	0	0	0	4	0	0	2	0	0	1	0	0	0	0	0	0	0	0
SEVIR_3G291700v2	10	4	1	0	1	3	0	0	0	14	7	7	5	5	3	1	0	2
SEVIR_3G291800v2	5	4	0	1	1	1	0	0	0	7	3	0	1	2	3	0	0	0
SEVIR_3G291900v2	154	111	123	275	248	172	41	32	51	175	137	134	176	204	188	36	48	44
SEVIR_3G292000v2	47	5	6	0	0	2	0	0	6	35	18	13	11	11	7	0	0	0
SEVIR_3G292100v2	128	71	62	110	130	102	173	152	109	179	155	185	197	211	212	83	68	47
SEVIR_3G292200v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_3G292300v2	1	2	0	0	0	0	0	0	0	3	0	0	2	1	0	0	0	0
SEVIR_3G292400v2	451	286	158	50	58	90	5	16	17	228	180	171	160	200	218	3	6	27
SEVIR_3G292500v2	2	0	2	2	1	0	0	2	1	0	1	1	2	0	0	0	0	0
SEVIR_3G292600v2	1295.001	861	1507	1584	1542	1382	485.001	527.999	569	1054	1073	1109	1182	1265	1240	519	496.001	451.999
SEVIR_3G292700v2	6	40	13	9	11	4	0	6	1	27	34	97	5	12	9	2	3	2
SEVIR_3G292800v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_3G292900v2	517	353	480	443	429	604	63	132	77	575.025	615	404	669	756	727	140	125	155
SEVIR_3G293100v2	478	309	180	42	39	61	1	16	10	242	200	138	155	194	162	17	6	12
SEVIR_3G293200v2	1	0	1	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0
SEVIR_3G293300v2	763.437	376.228	523.996	209.753	217	387.956	132.002	203.03	363	356.482	585.415	426.476	456	457.722	487.402	164.336	156.414	199.501
SEVIR_3G293401v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_3G293500v2	324	72	31	6	5	4	4	15	8	27	53	178.048	1	10	8	6	12	43
SEVIR_3G293600v2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SEVIR_3G293700v2	673	594	728	669	630	757	374	439	502	694	659	534	538	619	626	420	290	333
SEVIR_3G293800v2	322.493	187	340	92	93	104	19	49	139	128	144	213	168	241	214	43	39	82
SEVIR_3G294000v2	25	35	22	33	22	42	18	24	29	47	55	11	27	49	44	35	15	20
SEVIR_3G294050v2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
SEVIR_3G294100v2	78	75	120	160	181	345	471	380	545	88	60	73	141	159	154	593	256	364
SEVIR_3G294200v2	135	133	165	219	158	369	181	168	216	181	172	144	189	281	211	320	95	211
SEVIR_3G294300v2	59	59	54	13	20	42	0	0	0	33	33	35	40	37	55	0	1	0
SEVIR_3G294400v2	84	56	74	44	27	39	8	7	25	74	76	52	82	77	87	27	11	19
SEVIR_3G294500v2	13740.876	8522.957	8495	7187	7066.076	9771	6309.04	4921.118	9399	10818.999	12088.978	11219	8874.118	9850.002	9555.378	6881	4809	6288
SEVIR_3G294600v2	2749.036	1737	3389	3195	3056	2093	1623	1631	1502	2448	2409	1940	1439	1542.998	1582	1889	1629	970
SEVIR_3G294700v2	510	493	487	433	450	419	249	250	277	507	513	464	333	330	375	430	340	243
SEVIR_3G294800v2	14	56	30	88	90	159	3612.45	1371	465	80	63	102	83	86	79	608	843	354
SEVIR_3G294900v2	663	647	636	939	927	1305.123	1365	1297	2011.007	708	695	578	886	965	993	1834	1833	1255
SEVIR_3G295000v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_3G295100v2	1040	1762.958	2006.104	1691	1777	1105	353	469	579	2233.966	1000	940	1308	1622	1465	537	283	504
SEVIR_3G295200v2	5	7	12	10	13	11	4	20	3	12	16	2	1	6	5	16	1	14
SEVIR_3G295300v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_3G295400v2	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SEVIR_3G295500v2	29997.338	20560.94	21978.854	21831.711	20145.971	26134.887	11576.677	10737.769	9575.627	23050.887	22718.625	26049.996	19509	23313.938	21808.86	13166.988	11308.074	11006.896
